STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,unit,Unit of measure,trans1g,Transitions from previous generation,isced11,International Standard Classification of Education (ISCED 2011),sex,Sex,geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:ILC_IGTP01(1.0),Transition of educational attainment level from parents to current adults (population aged 25 - 59),A,Annual,PC,Percentage,FED3_4,From upper secondary and post-secondary non-tertiary education (levels 3 and 4) of the parents,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),F,Females,PL,Poland,2023,,70.7,,u,low reliability,,
dataflow,ESTAT:ILC_IGTP01(1.0),Transition of educational attainment level from parents to current adults (population aged 25 - 59),A,Annual,PC,Percentage,FED3_4,From upper secondary and post-secondary non-tertiary education (levels 3 and 4) of the parents,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),F,Females,PT,Portugal,2019,,9.3,,,,,
dataflow,ESTAT:ILC_IGTP01(1.0),Transition of educational attainment level from parents to current adults (population aged 25 - 59),A,Annual,PC,Percentage,FED3_4,From upper secondary and post-secondary non-tertiary education (levels 3 and 4) of the parents,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),F,Females,PT,Portugal,2023,,24.9,,,,,
dataflow,ESTAT:ILC_IGTP01(1.0),Transition of educational attainment level from parents to current adults (population aged 25 - 59),A,Annual,PC,Percentage,FED3_4,From upper secondary and post-secondary non-tertiary education (levels 3 and 4) of the parents,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),F,Females,RO,Romania,2019,,73.0,,,,,
dataflow,ESTAT:ILC_IGTP01(1.0),Transition of educational attainment level from parents to current adults (population aged 25 - 59),A,Annual,PC,Percentage,FED3_4,From upper secondary and post-secondary non-tertiary education (levels 3 and 4) of the parents,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),F,Females,RO,Romania,2023,,72.7,,,,,
dataflow,ESTAT:ILC_IGTP01(1.0),Transition of educational attainment level from parents to current adults (population aged 25 - 59),A,Annual,PC,Percentage,FED3_4,From upper secondary and post-secondary non-tertiary education (levels 3 and 4) of the parents,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),F,Females,RS,Serbia,2019,,55.5,,,,,
dataflow,ESTAT:ILC_IGTP01(1.0),Transition of educational attainment level from parents to current adults (population aged 25 - 59),A,Annual,PC,Percentage,FED3_4,From upper secondary and post-secondary non-tertiary education (levels 3 and 4) of the parents,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),F,Females,RS,Serbia,2023,,67.1,,,,,
dataflow,ESTAT:ILC_IGTP01(1.0),Transition of educational attainment level from parents to current adults (population aged 25 - 59),A,Annual,PC,Percentage,FED3_4,From upper secondary and post-secondary non-tertiary education (levels 3 and 4) of the parents,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),F,Females,SE,Sweden,2019,,40.7,,,,,
dataflow,ESTAT:ILC_IGTP01(1.0),Transition of educational attainment level from parents to current adults (population aged 25 - 59),A,Annual,PC,Percentage,FED3_4,From upper secondary and post-secondary non-tertiary education (levels 3 and 4) of the parents,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),F,Females,SE,Sweden,2023,,52.3,,,,,
dataflow,ESTAT:ILC_IGTP01(1.0),Transition of educational attainment level from parents to current adults (population aged 25 - 59),A,Annual,PC,Percentage,FED3_4,From upper secondary and post-secondary non-tertiary education (levels 3 and 4) of the parents,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),F,Females,SI,Slovenia,2019,,55.0,,,,,
dataflow,ESTAT:ILC_IGTP01(1.0),Transition of educational attainment level from parents to current adults (population aged 25 - 59),A,Annual,PC,Percentage,FED3_4,From upper secondary and post-secondary non-tertiary education (levels 3 and 4) of the parents,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),F,Females,SI,Slovenia,2023,,61.9,,,,,
dataflow,ESTAT:ILC_IGTP01(1.0),Transition of educational attainment level from parents to current adults (population aged 25 - 59),A,Annual,PC,Percentage,FED3_4,From upper secondary and post-secondary non-tertiary education (levels 3 and 4) of the parents,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),F,Females,SK,Slovakia,2019,,33.5,,,,,
dataflow,ESTAT:ILC_IGTP01(1.0),Transition of educational attainment level from parents to current adults (population aged 25 - 59),A,Annual,PC,Percentage,FED3_4,From upper secondary and post-secondary non-tertiary education (levels 3 and 4) of the parents,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),F,Females,SK,Slovakia,2023,,35.0,,,,,
dataflow,ESTAT:ILC_IGTP01(1.0),Transition of educational attainment level from parents to current adults (population aged 25 - 59),A,Annual,PC,Percentage,FED3_4,From upper secondary and post-secondary non-tertiary education (levels 3 and 4) of the parents,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),F,Females,TR,Türkiye,2023,,14.6,,,,,
dataflow,ESTAT:ILC_IGTP01(1.0),Transition of educational attainment level from parents to current adults (population aged 25 - 59),A,Annual,PC,Percentage,FED3_4,From upper secondary and post-secondary non-tertiary education (levels 3 and 4) of the parents,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),M,Males,AL,Albania,2019,,33.8,,,,,
dataflow,ESTAT:ILC_IGTP01(1.0),Transition of educational attainment level from parents to current adults (population aged 25 - 59),A,Annual,PC,Percentage,FED3_4,From upper secondary and post-secondary non-tertiary education (levels 3 and 4) of the parents,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),M,Males,AL,Albania,2023,,38.2,,,,,
dataflow,ESTAT:ILC_IGTP01(1.0),Transition of educational attainment level from parents to current adults (population aged 25 - 59),A,Annual,PC,Percentage,FED3_4,From upper secondary and post-secondary non-tertiary education (levels 3 and 4) of the parents,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),M,Males,AT,Austria,2019,,54.7,,,,,
dataflow,ESTAT:ILC_IGTP01(1.0),Transition of educational attainment level from parents to current adults (population aged 25 - 59),A,Annual,PC,Percentage,FED3_4,From upper secondary and post-secondary non-tertiary education (levels 3 and 4) of the parents,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),M,Males,AT,Austria,2023,,60.8,,,,,
dataflow,ESTAT:ILC_IGTP01(1.0),Transition of educational attainment level from parents to current adults (population aged 25 - 59),A,Annual,PC,Percentage,FED3_4,From upper secondary and post-secondary non-tertiary education (levels 3 and 4) of the parents,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),M,Males,BE,Belgium,2019,,31.6,,,,,
dataflow,ESTAT:ILC_IGTP01(1.0),Transition of educational attainment level from parents to current adults (population aged 25 - 59),A,Annual,PC,Percentage,FED3_4,From upper secondary and post-secondary non-tertiary education (levels 3 and 4) of the parents,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),M,Males,BE,Belgium,2023,,41.0,,,,,
dataflow,ESTAT:ILC_IGTP01(1.0),Transition of educational attainment level from parents to current adults (population aged 25 - 59),A,Annual,PC,Percentage,FED3_4,From upper secondary and post-secondary non-tertiary education (levels 3 and 4) of the parents,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),M,Males,BG,Bulgaria,2019,,63.4,,,,,
dataflow,ESTAT:ILC_IGTP01(1.0),Transition of educational attainment level from parents to current adults (population aged 25 - 59),A,Annual,PC,Percentage,FED3_4,From upper secondary and post-secondary non-tertiary education (levels 3 and 4) of the parents,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),M,Males,BG,Bulgaria,2023,,70.6,,,,,
dataflow,ESTAT:ILC_IGTP01(1.0),Transition of educational attainment level from parents to current adults (population aged 25 - 59),A,Annual,PC,Percentage,FED3_4,From upper secondary and post-secondary non-tertiary education (levels 3 and 4) of the parents,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),M,Males,CH,Switzerland,2019,,58.5,,,,,
dataflow,ESTAT:ILC_IGTP01(1.0),Transition of educational attainment level from parents to current adults (population aged 25 - 59),A,Annual,PC,Percentage,FED3_4,From upper secondary and post-secondary non-tertiary education (levels 3 and 4) of the parents,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),M,Males,CH,Switzerland,2023,,51.4,,,,,
dataflow,ESTAT:ILC_IGTP01(1.0),Transition of educational attainment level from parents to current adults (population aged 25 - 59),A,Annual,PC,Percentage,FED3_4,From upper secondary and post-secondary non-tertiary education (levels 3 and 4) of the parents,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),M,Males,CY,Cyprus,2019,,40.5,,,,,
dataflow,ESTAT:ILC_IGTP01(1.0),Transition of educational attainment level from parents to current adults (population aged 25 - 59),A,Annual,PC,Percentage,FED3_4,From upper secondary and post-secondary non-tertiary education (levels 3 and 4) of the parents,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),M,Males,CY,Cyprus,2023,,34.5,,,,,
dataflow,ESTAT:ILC_IGTP01(1.0),Transition of educational attainment level from parents to current adults (population aged 25 - 59),A,Annual,PC,Percentage,FED3_4,From upper secondary and post-secondary non-tertiary education (levels 3 and 4) of the parents,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),M,Males,CZ,Czechia,2019,,37.4,,,,,
dataflow,ESTAT:ILC_IGTP01(1.0),Transition of educational attainment level from parents to current adults (population aged 25 - 59),A,Annual,PC,Percentage,FED3_4,From upper secondary and post-secondary non-tertiary education (levels 3 and 4) of the parents,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),M,Males,CZ,Czechia,2023,,43.7,,u,low reliability,,
dataflow,ESTAT:ILC_IGTP01(1.0),Transition of educational attainment level from parents to current adults (population aged 25 - 59),A,Annual,PC,Percentage,FED3_4,From upper secondary and post-secondary non-tertiary education (levels 3 and 4) of the parents,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),M,Males,DE,Germany,2019,,59.4,,,,,
dataflow,ESTAT:ILC_IGTP01(1.0),Transition of educational attainment level from parents to current adults (population aged 25 - 59),A,Annual,PC,Percentage,FED3_4,From upper secondary and post-secondary non-tertiary education (levels 3 and 4) of the parents,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),M,Males,DE,Germany,2023,,,,u,low reliability,,
dataflow,ESTAT:ILC_IGTP01(1.0),Transition of educational attainment level from parents to current adults (population aged 25 - 59),A,Annual,PC,Percentage,FED3_4,From upper secondary and post-secondary non-tertiary education (levels 3 and 4) of the parents,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),M,Males,DK,Denmark,2019,,44.4,,,,,
dataflow,ESTAT:ILC_IGTP01(1.0),Transition of educational attainment level from parents to current adults (population aged 25 - 59),A,Annual,PC,Percentage,FED3_4,From upper secondary and post-secondary non-tertiary education (levels 3 and 4) of the parents,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),M,Males,DK,Denmark,2023,,32.5,,,,,
dataflow,ESTAT:ILC_IGTP01(1.0),Transition of educational attainment level from parents to current adults (population aged 25 - 59),A,Annual,PC,Percentage,FED3_4,From upper secondary and post-secondary non-tertiary education (levels 3 and 4) of the parents,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),M,Males,EA,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",2019,,33.1,,e,estimated,,
dataflow,ESTAT:ILC_IGTP01(1.0),Transition of educational attainment level from parents to current adults (population aged 25 - 59),A,Annual,PC,Percentage,FED3_4,From upper secondary and post-secondary non-tertiary education (levels 3 and 4) of the parents,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),M,Males,EA18,Euro area - 18 countries (2014),2019,,33.0,,,,,
dataflow,ESTAT:ILC_IGTP01(1.0),Transition of educational attainment level from parents to current adults (population aged 25 - 59),A,Annual,PC,Percentage,FED3_4,From upper secondary and post-secondary non-tertiary education (levels 3 and 4) of the parents,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),M,Males,EA19,Euro area - 19 countries  (2015-2022),2019,,33.1,,,,,
dataflow,ESTAT:ILC_IGTP01(1.0),Transition of educational attainment level from parents to current adults (population aged 25 - 59),A,Annual,PC,Percentage,FED3_4,From upper secondary and post-secondary non-tertiary education (levels 3 and 4) of the parents,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),M,Males,EA20,Euro area – 20 countries (from 2023),2019,,36.5,,,,,
dataflow,ESTAT:ILC_IGTP01(1.0),Transition of educational attainment level from parents to current adults (population aged 25 - 59),A,Annual,PC,Percentage,FED3_4,From upper secondary and post-secondary non-tertiary education (levels 3 and 4) of the parents,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),M,Males,EA20,Euro area – 20 countries (from 2023),2023,,35.9,,e,estimated,,
dataflow,ESTAT:ILC_IGTP01(1.0),Transition of educational attainment level from parents to current adults (population aged 25 - 59),A,Annual,PC,Percentage,FED3_4,From upper secondary and post-secondary non-tertiary education (levels 3 and 4) of the parents,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),M,Males,EE,Estonia,2019,,41.5,,,,,
dataflow,ESTAT:ILC_IGTP01(1.0),Transition of educational attainment level from parents to current adults (population aged 25 - 59),A,Annual,PC,Percentage,FED3_4,From upper secondary and post-secondary non-tertiary education (levels 3 and 4) of the parents,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),M,Males,EE,Estonia,2023,,46.3,,,,,
dataflow,ESTAT:ILC_IGTP01(1.0),Transition of educational attainment level from parents to current adults (population aged 25 - 59),A,Annual,PC,Percentage,FED3_4,From upper secondary and post-secondary non-tertiary education (levels 3 and 4) of the parents,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),M,Males,EL,Greece,2019,,27.0,,,,,
dataflow,ESTAT:ILC_IGTP01(1.0),Transition of educational attainment level from parents to current adults (population aged 25 - 59),A,Annual,PC,Percentage,FED3_4,From upper secondary and post-secondary non-tertiary education (levels 3 and 4) of the parents,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),M,Males,EL,Greece,2023,,32.1,,,,,
dataflow,ESTAT:ILC_IGTP01(1.0),Transition of educational attainment level from parents to current adults (population aged 25 - 59),A,Annual,PC,Percentage,FED3_4,From upper secondary and post-secondary non-tertiary education (levels 3 and 4) of the parents,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),M,Males,ES,Spain,2019,,17.4,,,,,
dataflow,ESTAT:ILC_IGTP01(1.0),Transition of educational attainment level from parents to current adults (population aged 25 - 59),A,Annual,PC,Percentage,FED3_4,From upper secondary and post-secondary non-tertiary education (levels 3 and 4) of the parents,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),M,Males,ES,Spain,2023,,19.7,,,,,
dataflow,ESTAT:ILC_IGTP01(1.0),Transition of educational attainment level from parents to current adults (population aged 25 - 59),A,Annual,PC,Percentage,FED3_4,From upper secondary and post-secondary non-tertiary education (levels 3 and 4) of the parents,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),M,Males,EU,"European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)",2019,,41.2,,,,,
dataflow,ESTAT:ILC_IGTP01(1.0),Transition of educational attainment level from parents to current adults (population aged 25 - 59),A,Annual,PC,Percentage,FED3_4,From upper secondary and post-secondary non-tertiary education (levels 3 and 4) of the parents,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),M,Males,EU27_2007,European Union - 27 countries (2007-2013),2019,,41.2,,e,estimated,,
dataflow,ESTAT:ILC_IGTP01(1.0),Transition of educational attainment level from parents to current adults (population aged 25 - 59),A,Annual,PC,Percentage,FED3_4,From upper secondary and post-secondary non-tertiary education (levels 3 and 4) of the parents,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),M,Males,EU27_2020,European Union - 27 countries (from 2020),2019,,42.6,,,,,
dataflow,ESTAT:ILC_IGTP01(1.0),Transition of educational attainment level from parents to current adults (population aged 25 - 59),A,Annual,PC,Percentage,FED3_4,From upper secondary and post-secondary non-tertiary education (levels 3 and 4) of the parents,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),M,Males,EU27_2020,European Union - 27 countries (from 2020),2023,,44.8,,e,estimated,,
dataflow,ESTAT:ILC_IGTP01(1.0),Transition of educational attainment level from parents to current adults (population aged 25 - 59),A,Annual,PC,Percentage,FED3_4,From upper secondary and post-secondary non-tertiary education (levels 3 and 4) of the parents,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),M,Males,FI,Finland,2019,,49.3,,,,,
dataflow,ESTAT:ILC_IGTP01(1.0),Transition of educational attainment level from parents to current adults (population aged 25 - 59),A,Annual,PC,Percentage,FED3_4,From upper secondary and post-secondary non-tertiary education (levels 3 and 4) of the parents,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),M,Males,FI,Finland,2023,,48.0,,,,,
dataflow,ESTAT:ILC_IGTP01(1.0),Transition of educational attainment level from parents to current adults (population aged 25 - 59),A,Annual,PC,Percentage,FED3_4,From upper secondary and post-secondary non-tertiary education (levels 3 and 4) of the parents,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),M,Males,FR,France,2019,,13.1,,,,,
dataflow,ESTAT:ILC_IGTP01(1.0),Transition of educational attainment level from parents to current adults (population aged 25 - 59),A,Annual,PC,Percentage,FED3_4,From upper secondary and post-secondary non-tertiary education (levels 3 and 4) of the parents,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),M,Males,FR,France,2023,,42.4,,,,,
dataflow,ESTAT:ILC_IGTP01(1.0),Transition of educational attainment level from parents to current adults (population aged 25 - 59),A,Annual,PC,Percentage,FED3_4,From upper secondary and post-secondary non-tertiary education (levels 3 and 4) of the parents,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),M,Males,HR,Croatia,2019,,44.7,,,,,
dataflow,ESTAT:ILC_IGTP01(1.0),Transition of educational attainment level from parents to current adults (population aged 25 - 59),A,Annual,PC,Percentage,FED3_4,From upper secondary and post-secondary non-tertiary education (levels 3 and 4) of the parents,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),M,Males,HR,Croatia,2023,,54.0,,,,,
dataflow,ESTAT:ILC_IGTP01(1.0),Transition of educational attainment level from parents to current adults (population aged 25 - 59),A,Annual,PC,Percentage,FED3_4,From upper secondary and post-secondary non-tertiary education (levels 3 and 4) of the parents,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),M,Males,HU,Hungary,2019,,51.5,,,,,
dataflow,ESTAT:ILC_IGTP01(1.0),Transition of educational attainment level from parents to current adults (population aged 25 - 59),A,Annual,PC,Percentage,FED3_4,From upper secondary and post-secondary non-tertiary education (levels 3 and 4) of the parents,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),M,Males,HU,Hungary,2023,,62.0,,,,,
dataflow,ESTAT:ILC_IGTP01(1.0),Transition of educational attainment level from parents to current adults (population aged 25 - 59),A,Annual,PC,Percentage,FED3_4,From upper secondary and post-secondary non-tertiary education (levels 3 and 4) of the parents,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),M,Males,IE,Ireland,2019,,48.9,,,,,
dataflow,ESTAT:ILC_IGTP01(1.0),Transition of educational attainment level from parents to current adults (population aged 25 - 59),A,Annual,PC,Percentage,FED3_4,From upper secondary and post-secondary non-tertiary education (levels 3 and 4) of the parents,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),M,Males,IE,Ireland,2023,,54.7,,,,,
dataflow,ESTAT:ILC_IGTP01(1.0),Transition of educational attainment level from parents to current adults (population aged 25 - 59),A,Annual,PC,Percentage,FED3_4,From upper secondary and post-secondary non-tertiary education (levels 3 and 4) of the parents,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),M,Males,IS,Iceland,2019,,52.9,,,,,
dataflow,ESTAT:ILC_IGTP01(1.0),Transition of educational attainment level from parents to current adults (population aged 25 - 59),A,Annual,PC,Percentage,FED3_4,From upper secondary and post-secondary non-tertiary education (levels 3 and 4) of the parents,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),M,Males,IT,Italy,2019,,31.0,,,,,
dataflow,ESTAT:ILC_IGTP01(1.0),Transition of educational attainment level from parents to current adults (population aged 25 - 59),A,Annual,PC,Percentage,FED3_4,From upper secondary and post-secondary non-tertiary education (levels 3 and 4) of the parents,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),M,Males,IT,Italy,2023,,31.7,,,,,
dataflow,ESTAT:ILC_IGTP01(1.0),Transition of educational attainment level from parents to current adults (population aged 25 - 59),A,Annual,PC,Percentage,FED3_4,From upper secondary and post-secondary non-tertiary education (levels 3 and 4) of the parents,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),M,Males,LT,Lithuania,2019,,51.5,,,,,
dataflow,ESTAT:ILC_IGTP01(1.0),Transition of educational attainment level from parents to current adults (population aged 25 - 59),A,Annual,PC,Percentage,FED3_4,From upper secondary and post-secondary non-tertiary education (levels 3 and 4) of the parents,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),M,Males,LT,Lithuania,2023,,57.6,,,,,
dataflow,ESTAT:ILC_IGTP01(1.0),Transition of educational attainment level from parents to current adults (population aged 25 - 59),A,Annual,PC,Percentage,FED3_4,From upper secondary and post-secondary non-tertiary education (levels 3 and 4) of the parents,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),M,Males,LU,Luxembourg,2019,,32.9,,,,,
dataflow,ESTAT:ILC_IGTP01(1.0),Transition of educational attainment level from parents to current adults (population aged 25 - 59),A,Annual,PC,Percentage,FED3_4,From upper secondary and post-secondary non-tertiary education (levels 3 and 4) of the parents,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),M,Males,LU,Luxembourg,2023,,35.4,,,,,
dataflow,ESTAT:ILC_IGTP01(1.0),Transition of educational attainment level from parents to current adults (population aged 25 - 59),A,Annual,PC,Percentage,FED3_4,From upper secondary and post-secondary non-tertiary education (levels 3 and 4) of the parents,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),M,Males,LV,Latvia,2019,,57.9,,,,,
dataflow,ESTAT:ILC_IGTP01(1.0),Transition of educational attainment level from parents to current adults (population aged 25 - 59),A,Annual,PC,Percentage,FED3_4,From upper secondary and post-secondary non-tertiary education (levels 3 and 4) of the parents,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),M,Males,LV,Latvia,2023,,61.4,,,,,
dataflow,ESTAT:ILC_IGTP01(1.0),Transition of educational attainment level from parents to current adults (population aged 25 - 59),A,Annual,PC,Percentage,FED3_4,From upper secondary and post-secondary non-tertiary education (levels 3 and 4) of the parents,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),M,Males,ME,Montenegro,2019,,54.5,,,,,
dataflow,ESTAT:ILC_IGTP01(1.0),Transition of educational attainment level from parents to current adults (population aged 25 - 59),A,Annual,PC,Percentage,FED3_4,From upper secondary and post-secondary non-tertiary education (levels 3 and 4) of the parents,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),M,Males,MK,North Macedonia,2019,,43.1,,,,,
dataflow,ESTAT:ILC_IGTP01(1.0),Transition of educational attainment level from parents to current adults (population aged 25 - 59),A,Annual,PC,Percentage,FED3_4,From upper secondary and post-secondary non-tertiary education (levels 3 and 4) of the parents,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),M,Males,MK,North Macedonia,2023,,1.5,,,,,
dataflow,ESTAT:ILC_IGTP01(1.0),Transition of educational attainment level from parents to current adults (population aged 25 - 59),A,Annual,PC,Percentage,FED3_4,From upper secondary and post-secondary non-tertiary education (levels 3 and 4) of the parents,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),M,Males,MT,Malta,2019,,57.1,,,,,
dataflow,ESTAT:ILC_IGTP01(1.0),Transition of educational attainment level from parents to current adults (population aged 25 - 59),A,Annual,PC,Percentage,FED3_4,From upper secondary and post-secondary non-tertiary education (levels 3 and 4) of the parents,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),M,Males,MT,Malta,2023,,41.1,,,,,
dataflow,ESTAT:ILC_IGTP01(1.0),Transition of educational attainment level from parents to current adults (population aged 25 - 59),A,Annual,PC,Percentage,FED3_4,From upper secondary and post-secondary non-tertiary education (levels 3 and 4) of the parents,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),M,Males,NL,Netherlands,2019,,27.8,,,,,
dataflow,ESTAT:ILC_IGTP01(1.0),Transition of educational attainment level from parents to current adults (population aged 25 - 59),A,Annual,PC,Percentage,FED3_4,From upper secondary and post-secondary non-tertiary education (levels 3 and 4) of the parents,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),M,Males,NL,Netherlands,2023,,31.9,,,,,
dataflow,ESTAT:ILC_IGTP01(1.0),Transition of educational attainment level from parents to current adults (population aged 25 - 59),A,Annual,PC,Percentage,FED3_4,From upper secondary and post-secondary non-tertiary education (levels 3 and 4) of the parents,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),M,Males,NO,Norway,2019,,53.0,,,,,
dataflow,ESTAT:ILC_IGTP01(1.0),Transition of educational attainment level from parents to current adults (population aged 25 - 59),A,Annual,PC,Percentage,FED3_4,From upper secondary and post-secondary non-tertiary education (levels 3 and 4) of the parents,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),M,Males,NO,Norway,2023,,43.1,,,,,
dataflow,ESTAT:ILC_IGTP01(1.0),Transition of educational attainment level from parents to current adults (population aged 25 - 59),A,Annual,PC,Percentage,FED3_4,From upper secondary and post-secondary non-tertiary education (levels 3 and 4) of the parents,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),M,Males,PL,Poland,2019,,66.0,,u,low reliability,,
dataflow,ESTAT:ILC_IGTP01(1.0),Transition of educational attainment level from parents to current adults (population aged 25 - 59),A,Annual,PC,Percentage,FED3_4,From upper secondary and post-secondary non-tertiary education (levels 3 and 4) of the parents,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),M,Males,PL,Poland,2023,,71.6,,u,low reliability,,
dataflow,ESTAT:ILC_IGTP01(1.0),Transition of educational attainment level from parents to current adults (population aged 25 - 59),A,Annual,PC,Percentage,FED3_4,From upper secondary and post-secondary non-tertiary education (levels 3 and 4) of the parents,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),M,Males,PT,Portugal,2019,,13.3,,,,,
dataflow,ESTAT:ILC_IGTP01(1.0),Transition of educational attainment level from parents to current adults (population aged 25 - 59),A,Annual,PC,Percentage,FED3_4,From upper secondary and post-secondary non-tertiary education (levels 3 and 4) of the parents,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),M,Males,PT,Portugal,2023,,31.2,,,,,
dataflow,ESTAT:ILC_IGTP01(1.0),Transition of educational attainment level from parents to current adults (population aged 25 - 59),A,Annual,PC,Percentage,FED3_4,From upper secondary and post-secondary non-tertiary education (levels 3 and 4) of the parents,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),M,Males,RO,Romania,2019,,71.9,,,,,
